1850,1770,극소,935,800
2050,1970,극소,935,800
2150,1950,소,1320,800
2450,2250,소,1320,800
2550,2200,중,2145,1600
2650,2250,중,2145,800
2800,2450,중,2145,1600
3100,2600,중,2145,1600
4000,3000,대,3300,1600
4500,3300,대,3300,1600
5000,3700,대,3300,1600
5500,4000,대,3300,1600
6000,5000,대,3300,1600
